Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
A20210100117,06/01/2021,Wednesday,Give way or uncontrolled,Roundabout,Moderate,51.482397,Darkness - lights lit,Kensington and Chelsea,None,-0.208941,3,4,Metropolitan Police,Dry,Single carriageway,42,22:25,Urban,Raining no high winds,Bus
A20210100118,07/01/2021,Thursday,Give way or uncontrolled,Roundabout,Slight,51.5494,Daylight,Camden,None,-0.229627,1,2,Metropolitan Police,Frost or ice,One way street,46,12:45,Urban,Fine no high winds,Goods vehicle
A20210100119,08/01/2021,Friday,Give way or uncontrolled,Not at junction or within 20 metres,Fatal,51.456463,Darkness - lights lit,Kensington and Chelsea,None,-0.214983,3,4,Metropolitan Police,Snow,Dual carriageway,74,02:30,Urban,Snowing no high winds,Goods vehicle
A20210100120,09/01/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.464093,Daylight,Westminster,None,-0.201996,1,3,Metropolitan Police,Dry,One way street,43,08:55,Urban,Fine no high winds,Motorcycle
A20210100121,10/01/2021,Sunday,Give way or uncontrolled,Roundabout,Moderate,51.459712,Darkness - lights lit,Camden,None,-0.170747,3,3,Metropolitan Police,Wet or damp,Single carriageway,72,19:50,Rural,Fog or mist,Taxi/Private hire car
A20210100122,11/01/2021,Monday,Auto traffic signal,T or staggered junction,Moderate,51.497002,Darkness - lights lit,Westminster,None,-0.207525,3,3,Metropolitan Police,Wet or damp,One way street,76,01:10,Rural,Fine no high winds,Motorcycle
A20210100123,12/01/2021,Tuesday,Stop sign,Roundabout,Moderate,51.475983,Daylight,Kensington and Chelsea,None,-0.201063,3,1,Metropolitan Police,Frost or ice,Single carriageway,69,10:40,Suburban,Fog or mist,Goods vehicle
A20210100124,13/01/2021,Wednesday,Stop sign,Not at junction or within 20 metres,Fatal,51.492422,Darkness - lights lit,Kensington and Chelsea,None,-0.166636,3,2,Metropolitan Police,Frost or ice,Motorway,105,20:00,Urban,Snowing no high winds,Taxi/Private hire car
A20210100125,14/01/2021,Thursday,Give way or uncontrolled,Roundabout,Moderate,51.51048,Darkness - lights lit,Hammersmith and Fulham,None,-0.179709,3,4,Metropolitan Police,Dry,Dual carriageway,73,22:05,Suburban,Fine no high winds,Taxi/Private hire car
A20210100126,15/01/2021,Friday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.454772,Daylight,Camden,None,-0.151861,3,3,Metropolitan Police,Frost or ice,Residential street,64,15:40,Rural,Raining no high winds,Taxi/Private hire car
A20210100127,16/01/2021,Saturday,Auto traffic signal,Roundabout,Slight,51.455809,Daylight,Camden,None,-0.213954,1,4,Metropolitan Police,Frost or ice,Single carriageway,55,09:20,Suburban,Fine no high winds,Bus
A20210100128,17/01/2021,Sunday,Stop sign,Roundabout,Slight,51.519574,Daylight,Westminster,None,-0.227669,1,3,Metropolitan Police,Snow,Single carriageway,36,09:55,Suburban,Fog or mist,Taxi/Private hire car
A20210100129,18/01/2021,Monday,Give way or uncontrolled,T or staggered junction,Moderate,51.416032,Darkness - lights lit,Camden,None,-0.145223,3,1,Metropolitan Police,Wet or damp,Single carriageway,53,01:50,Urban,Fog or mist,Car
A20210100130,19/01/2021,Tuesday,Auto traffic signal,Roundabout,Moderate,51.445666,Darkness - lights lit,Kensington and Chelsea,None,-0.11473,3,1,Metropolitan Police,Wet or damp,Single carriageway,70,20:35,Suburban,Storm,Goods vehicle
A20210100131,20/01/2021,Wednesday,Auto traffic signal,Roundabout,Moderate,51.42981,Darkness - lights lit,Camden,None,-0.119721,3,1,Metropolitan Police,Snow,One way street,70,05:30,Rural,Snowing no high winds,Goods vehicle
A20210100132,21/01/2021,Thursday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.474883,Daylight,Westminster,None,-0.13059,3,3,Metropolitan Police,Wet or damp,Single carriageway,80,14:50,Rural,Storm,Motorcycle
A20210100133,22/01/2021,Friday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.536983,Daylight,Hammersmith and Fulham,None,-0.127682,3,3,Metropolitan Police,Dry,One way street,87,10:20,Rural,Fog or mist,Motorcycle
A20210100134,23/01/2021,Saturday,Auto traffic signal,Roundabout,Slight,51.552646,Daylight,Camden,None,-0.166806,1,1,Metropolitan Police,Snow,Single carriageway,38,10:15,Rural,Fine no high winds,Bus
A20210100135,24/01/2021,Sunday,Stop sign,Roundabout,Slight,51.510446,Daylight,Camden,None,-0.201193,1,2,Metropolitan Police,Wet or damp,One way street,76,09:10,Rural,Fine no high winds,Taxi/Private hire car
A20210100136,25/01/2021,Monday,Stop sign,Not at junction or within 20 metres,Slight,51.532097,Daylight,Westminster,None,-0.151145,1,1,Metropolitan Police,Frost or ice,Residential street,55,11:30,Urban,Raining no high winds,Goods vehicle
A20210100137,26/01/2021,Tuesday,Give way or uncontrolled,Roundabout,Moderate,51.536718,Darkness - lights lit,Hammersmith and Fulham,None,-0.241402,3,2,Metropolitan Police,Frost or ice,Dual carriageway,81,01:40,Rural,Fine no high winds,Car
A20210100138,27/01/2021,Wednesday,Stop sign,Roundabout,Moderate,51.507643,Darkness - lights lit,Camden,None,-0.144275,3,4,Metropolitan Police,Snow,One way street,60,04:40,Suburban,Raining no high winds,Car
A20210100139,28/01/2021,Thursday,Give way or uncontrolled,Roundabout,Moderate,51.405078,Daylight,Hammersmith and Fulham,None,-0.231203,3,2,Metropolitan Police,Frost or ice,One way street,51,11:55,Rural,Raining no high winds,Bus
A20210100140,01/01/2021,Friday,Give way or uncontrolled,Not at junction or within 20 metres,Fatal,51.537646,Daylight,Kensington and Chelsea,None,-0.231444,3,4,Metropolitan Police,Wet or damp,Motorway,117,12:30,Suburban,Fine no high winds,Taxi/Private hire car
A20210100141,02/01/2021,Saturday,Give way or uncontrolled,T or staggered junction,Moderate,51.4737,Daylight,Westminster,None,-0.215896,3,1,Metropolitan Police,Dry,Residential street,67,14:50,Suburban,Fog or mist,Motorcycle
A20210100142,03/01/2021,Sunday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.507524,Daylight,Kensington and Chelsea,None,-0.220843,3,1,Metropolitan Police,Frost or ice,Residential street,37,07:15,Rural,Storm,Motorcycle
A20210100143,04/01/2021,Monday,Stop sign,Not at junction or within 20 metres,Moderate,51.451025,Darkness - lights lit,Camden,None,-0.222095,3,2,Metropolitan Police,Wet or damp,Motorway,93,01:10,Urban,Fine no high winds,Motorcycle
A20210100144,05/01/2021,Tuesday,Stop sign,Roundabout,Slight,51.407501,Darkness - lights lit,Camden,None,-0.109346,1,4,Metropolitan Police,Snow,Residential street,60,23:10,Urban,Fine no high winds,Motorcycle
A20210100145,06/01/2021,Wednesday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.423096,Daylight,Hammersmith and Fulham,None,-0.113641,1,4,Metropolitan Police,Frost or ice,Single carriageway,35,17:35,Urban,Fine no high winds,Goods vehicle
A20210100146,07/01/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.485702,Daylight,Westminster,None,-0.251754,1,4,Metropolitan Police,Dry,Single carriageway,64,10:50,Rural,Fine no high winds,Car
A20210100147,08/01/2021,Friday,Auto traffic signal,Roundabout,Fatal,51.553123,Daylight,Kensington and Chelsea,None,-0.226111,3,2,Metropolitan Police,Dry,Motorway,88,17:15,Urban,Fog or mist,Motorcycle
A20210100148,09/01/2021,Saturday,Auto traffic signal,Roundabout,Moderate,51.485384,Daylight,Camden,None,-0.210652,3,3,Metropolitan Police,Frost or ice,Roundabout,65,12:15,Suburban,Raining no high winds,Motorcycle
A20210100149,10/01/2021,Sunday,Stop sign,T or staggered junction,Moderate,51.5186,Daylight,Kensington and Chelsea,None,-0.218276,3,4,Metropolitan Police,Snow,Dual carriageway,65,10:15,Urban,Storm,Taxi/Private hire car
A20210100150,11/01/2021,Monday,Auto traffic signal,Roundabout,Moderate,51.522138,Daylight,Hammersmith and Fulham,None,-0.105359,3,4,Metropolitan Police,Frost or ice,Dual carriageway,86,07:35,Urban,Fine no high winds,Taxi/Private hire car
A20210100151,12/01/2021,Tuesday,Stop sign,T or staggered junction,Moderate,51.483831,Daylight,Kensington and Chelsea,None,-0.10877,3,1,Metropolitan Police,Dry,One way street,70,17:35,Rural,Fine no high winds,Motorcycle
A20210100152,13/01/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.498854,Darkness - lights lit,Hammersmith and Fulham,None,-0.154515,1,1,Metropolitan Police,Dry,One way street,33,04:00,Urban,Raining no high winds,Goods vehicle
A20210100153,14/01/2021,Thursday,Stop sign,Roundabout,Moderate,51.528987,Daylight,Westminster,None,-0.242877,3,1,Metropolitan Police,Wet or damp,Dual carriageway,77,08:40,Rural,Fine no high winds,Taxi/Private hire car
A20210100154,15/01/2021,Friday,Auto traffic signal,Not at junction or within 20 metres,Fatal,51.438913,Daylight,Westminster,None,-0.212004,3,1,Metropolitan Police,Dry,Motorway,98,08:30,Urban,Raining no high winds,Car
A20210100155,16/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.5255,Darkness - lights lit,Kensington and Chelsea,None,-0.116833,1,1,Metropolitan Police,Wet or damp,Dual carriageway,50,20:00,Urban,Fine no high winds,Taxi/Private hire car
A20210100156,17/01/2021,Sunday,Stop sign,Not at junction or within 20 metres,Moderate,51.405264,Daylight,Camden,None,-0.257495,3,2,Metropolitan Police,Wet or damp,Dual carriageway,62,08:00,Suburban,Raining no high winds,Motorcycle
A20210100157,18/01/2021,Monday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.515866,Daylight,Camden,None,-0.251409,3,4,Metropolitan Police,Wet or damp,Dual carriageway,69,18:30,Suburban,Fine no high winds,Car
A20210100158,19/01/2021,Tuesday,Auto traffic signal,Roundabout,Slight,51.436502,Daylight,Hammersmith and Fulham,None,-0.190904,1,4,Metropolitan Police,Dry,Residential street,21,12:25,Urban,Fog or mist,Goods vehicle
A20210100159,20/01/2021,Wednesday,Stop sign,T or staggered junction,Slight,51.518345,Daylight,Camden,None,-0.202288,1,1,Metropolitan Police,Dry,One way street,44,08:10,Urban,Fine no high winds,Bus
A20210100160,21/01/2021,Thursday,Stop sign,Not at junction or within 20 metres,Moderate,51.465287,Darkness - lights lit,Kensington and Chelsea,None,-0.245661,3,1,Metropolitan Police,Snow,One way street,47,02:10,Urban,Fog or mist,Motorcycle
A20210100161,22/01/2021,Friday,Stop sign,Roundabout,Fatal,51.42712,Darkness - lights lit,Camden,None,-0.211819,3,4,Metropolitan Police,Wet or damp,Motorway,111,23:40,Urban,Fine no high winds,Car
A20210100162,23/01/2021,Saturday,Stop sign,Not at junction or within 20 metres,Slight,51.479328,Darkness - lights lit,Westminster,None,-0.186742,1,2,Metropolitan Police,Snow,Single carriageway,36,02:25,Urban,Fine no high winds,Car
A20210100163,24/01/2021,Sunday,Stop sign,Not at junction or within 20 metres,Slight,51.42178,Daylight,Camden,None,-0.163486,1,2,Metropolitan Police,Frost or ice,Roundabout,54,10:35,Suburban,Fine no high winds,Bus
A20210100164,25/01/2021,Monday,Stop sign,T or staggered junction,Slight,51.452142,Darkness - lights lit,Camden,None,-0.129361,1,4,Metropolitan Police,Snow,Single carriageway,60,23:55,Urban,Fine no high winds,Car
A20210100165,26/01/2021,Tuesday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.433544,Darkness - lights lit,Camden,None,-0.126995,1,1,Metropolitan Police,Frost or ice,Residential street,55,05:50,Suburban,Fine no high winds,Motorcycle
A20210100166,27/01/2021,Wednesday,Give way or uncontrolled,Roundabout,Slight,51.558512,Darkness - lights lit,Hammersmith and Fulham,None,-0.166841,1,4,Metropolitan Police,Dry,Single carriageway,47,04:55,Urban,Fine no high winds,Bus
A20210100167,28/01/2021,Thursday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.498028,Darkness - lights lit,Hammersmith and Fulham,None,-0.10531,3,3,Metropolitan Police,Frost or ice,Roundabout,66,02:05,Rural,Fog or mist,Car
A20210100168,01/01/2021,Friday,Auto traffic signal,Roundabout,Slight,51.462581,Daylight,Westminster,None,-0.204805,1,1,Metropolitan Police,Frost or ice,Dual carriageway,89,16:40,Urban,Fine no high winds,Car
A20210100169,02/01/2021,Saturday,Auto traffic signal,T or staggered junction,Moderate,51.483378,Darkness - lights lit,Camden,None,-0.183814,3,4,Metropolitan Police,Frost or ice,One way street,42,23:10,Urban,Storm,Bus
A20210100170,03/01/2021,Sunday,Stop sign,T or staggered junction,Fatal,51.482559,Darkness - lights lit,Westminster,None,-0.207042,3,4,Metropolitan Police,Frost or ice,Motorway,118,00:25,Urban,Fine no high winds,Taxi/Private hire car
A20210100171,04/01/2021,Monday,Give way or uncontrolled,Roundabout,Moderate,51.494753,Darkness - lights lit,Hammersmith and Fulham,None,-0.259288,3,2,Metropolitan Police,Wet or damp,Single carriageway,55,21:30,Rural,Raining no high winds,Bus
A20210100172,05/01/2021,Tuesday,Auto traffic signal,T or staggered junction,Moderate,51.441977,Darkness - lights lit,Hammersmith and Fulham,None,-0.175566,3,3,Metropolitan Police,Frost or ice,One way street,52,03:40,Rural,Fog or mist,Goods vehicle
A20210100173,06/01/2021,Wednesday,Stop sign,Roundabout,Slight,51.546989,Daylight,Kensington and Chelsea,None,-0.152462,1,3,Metropolitan Police,Dry,Single carriageway,31,14:45,Urban,Fine no high winds,Taxi/Private hire car
A20210100174,07/01/2021,Thursday,Stop sign,Roundabout,Slight,51.467686,Daylight,Hammersmith and Fulham,None,-0.15832,1,2,Metropolitan Police,Wet or damp,Roundabout,46,16:30,Urban,Fine no high winds,Motorcycle
A20210100175,08/01/2021,Friday,Give way or uncontrolled,Roundabout,Moderate,51.554213,Darkness - lights lit,Hammersmith and Fulham,None,-0.194539,3,4,Metropolitan Police,Frost or ice,Motorway,75,19:00,Urban,Fine no high winds,Motorcycle
A20210100176,09/01/2021,Saturday,Stop sign,Roundabout,Slight,51.426913,Daylight,Hammersmith and Fulham,None,-0.169496,1,4,Metropolitan Police,Dry,One way street,22,07:20,Urban,Fine no high winds,Goods vehicle
A20210100177,10/01/2021,Sunday,Stop sign,T or staggered junction,Fatal,51.558364,Daylight,Kensington and Chelsea,None,-0.142242,3,2,Metropolitan Police,Snow,Motorway,123,11:40,Urban,Fog or mist,Car
A20210100178,11/01/2021,Monday,Stop sign,Not at junction or within 20 metres,Moderate,51.456101,Daylight,Hammersmith and Fulham,None,-0.233443,3,2,Metropolitan Police,Wet or damp,Motorway,88,14:05,Urban,Fine no high winds,Taxi/Private hire car
A20210100179,12/01/2021,Tuesday,Stop sign,Roundabout,Moderate,51.552384,Darkness - lights lit,Kensington and Chelsea,None,-0.238306,3,4,Metropolitan Police,Dry,Dual carriageway,90,19:40,Suburban,Raining no high winds,Bus
A20210100180,13/01/2021,Wednesday,Auto traffic signal,Roundabout,Fatal,51.422747,Daylight,Camden,None,-0.15955,3,4,Metropolitan Police,Frost or ice,Motorway,123,07:10,Suburban,Fine no high winds,Car
A20210100181,14/01/2021,Thursday,Auto traffic signal,Roundabout,Moderate,51.552041,Daylight,Camden,None,-0.166887,3,1,Metropolitan Police,Frost or ice,One way street,69,16:55,Rural,Snowing no high winds,Bus
A20210100182,15/01/2021,Friday,Auto traffic signal,Roundabout,Slight,51.48757,Daylight,Westminster,None,-0.169417,1,4,Metropolitan Police,Snow,Single carriageway,59,13:15,Suburban,Fog or mist,Car
A20210100183,16/01/2021,Saturday,Auto traffic signal,T or staggered junction,Fatal,51.559311,Darkness - lights lit,Westminster,None,-0.118856,3,3,Metropolitan Police,Wet or damp,Motorway,103,00:05,Urban,Raining no high winds,Bus
A20210100184,17/01/2021,Sunday,Stop sign,Roundabout,Slight,51.516158,Darkness - lights lit,Westminster,None,-0.191323,1,1,Metropolitan Police,Dry,One way street,30,21:50,Urban,Fine no high winds,Car
A20210100185,18/01/2021,Monday,Stop sign,Roundabout,Slight,51.530737,Daylight,Hammersmith and Fulham,None,-0.148955,1,4,Metropolitan Police,Dry,Roundabout,48,16:50,Urban,Fine no high winds,Taxi/Private hire car
A20210100186,19/01/2021,Tuesday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.55887,Daylight,Westminster,None,-0.249054,1,1,Metropolitan Police,Wet or damp,One way street,39,10:25,Urban,Fog or mist,Motorcycle
A20210100187,20/01/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Moderate,51.520391,Daylight,Hammersmith and Fulham,None,-0.203754,3,4,Metropolitan Police,Snow,Motorway,130,13:45,Urban,Fine no high winds,Taxi/Private hire car
A20210100188,21/01/2021,Thursday,Stop sign,T or staggered junction,Slight,51.535663,Darkness - lights lit,Camden,None,-0.227129,1,2,Metropolitan Police,Frost or ice,Single carriageway,58,19:45,Urban,Raining no high winds,Bus
A20210100189,22/01/2021,Friday,Stop sign,T or staggered junction,Fatal,51.484526,Daylight,Kensington and Chelsea,None,-0.102099,3,3,Metropolitan Police,Wet or damp,Motorway,90,07:35,Rural,Fog or mist,Motorcycle
A20210100190,23/01/2021,Saturday,Stop sign,T or staggered junction,Moderate,51.402207,Darkness - lights lit,Westminster,None,-0.253628,3,1,Metropolitan Police,Frost or ice,Single carriageway,74,21:10,Suburban,Raining no high winds,Goods vehicle
A20210100191,24/01/2021,Sunday,Stop sign,Not at junction or within 20 metres,Moderate,51.424429,Daylight,Kensington and Chelsea,None,-0.210415,3,2,Metropolitan Police,Wet or damp,Motorway,80,13:55,Urban,Fog or mist,Goods vehicle
A20210100192,25/01/2021,Monday,Stop sign,T or staggered junction,Fatal,51.409265,Darkness - lights lit,Kensington and Chelsea,None,-0.11206,3,1,Metropolitan Police,Frost or ice,Motorway,94,20:50,Urban,Raining no high winds,Goods vehicle
A20210100193,26/01/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Fatal,51.479426,Darkness - lights lit,Camden,None,-0.176319,3,3,Metropolitan Police,Wet or damp,Motorway,120,23:10,Rural,Fine no high winds,Bus
A20210100194,27/01/2021,Wednesday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.41022,Darkness - lights lit,Kensington and Chelsea,None,-0.180616,3,3,Metropolitan Police,Dry,Single carriageway,41,03:00,Urban,Fog or mist,Motorcycle
A20210100195,28/01/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.53739,Darkness - lights lit,Kensington and Chelsea,None,-0.220872,1,4,Metropolitan Police,Snow,Single carriageway,34,03:45,Suburban,Fine no high winds,Motorcycle
